entry,subentry,fstHits.mXYZ.fX,fstHits.mXYZ.fY,fstHits.mXYZ.fZ,reco.mQATruth,reco.mIdTruth,reco.mChi2
40,2,9.253640174865723,1.0453729629516602,178.7950439453125,1,4,3.4169878e-14
40,3,4.813833713531494,-4.274156093597412,151.76171875,1,13,3.675215e-19
40,4,3.5435731410980225,-5.374429702758789,178.7928466796875,1,23,0.31405827
41,0,-2.428645133972168,8.990235328674316,165.2620849609375,1,2,1.8419993
41,1,-1.2688050270080566,6.31122350692749,165.2620849609375,1,3,1.8442278
41,2,-5.684189796447754,-7.376492500305176,165.2620849609375,1,5,1.8320495
42,0,6.183002948760986,6.963701248168945,165.2620849609375,1,1,1.8331966
42,1,0.7235096096992493,20.7999210357666,153.1590576171875,1,2,1.23157115e-05
42,2,0.8234539031982422,23.67318344116211,180.1900634765625,1,4,0.0021769188
42,3,-13.364474296569824,11.964310646057129,153.1590576171875,1,5,1.8415673
43,0,2.10663104057312,6.0830512046813965,178.7950439453125,1,2,1.0464138e-17
43,1,-4.174811363220215,4.900240421295166,151.7640380859375,1,3,3.424973e-16
43,2,-4.796309471130371,4.293811798095703,178.7950439453125,1,5,1.8320509
44,0,13.945250511169434,15.449600219726562,166.6571044921875,1,4,1.5676063e-16
44,1,-7.08869743347168,6.039290428161621,151.7640380859375,1,5,1.8442988
45,0,-9.731847763061523,21.596036911010742,166.6571044921875,1,1,1.8415657
45,1,-9.214481353759766,1.3475838899612427,165.2620849609375,1,2,9.445755e-08
45,2,2.2553000450134277,-11.977010726928711,165.2620849609375,1,3,1.8467201
45,3,8.280567169189453,-25.23883056640625,166.6571044921875,1,4,1.8320504
45,4,-9.731847763061523,21.596036911010742,153.8529052734375,1,6,-2.9205887e-21
46,0,-13.561898231506348,15.787179946899414,153.1590576171875,1,2,1.8415642
46,1,-15.435314178466797,17.967992782592773,180.1900634765625,1,4,0.011256177
47,0,0.8533146381378174,6.380694389343262,151.7640380859375,1,1,1.8320712
47,1,-2.2405972480773926,14.894919395446777,165.2620849609375,1,2,1.8320507
47,2,0.8533146381378174,6.380694389343262,178.7950439453125,1,3,1.83205
47,3,-17.798072814941406,2.2321486473083496,166.6571044921875,1,4,1.8320494
47,4,0.7488011717796326,-6.393801689147949,165.2620849609375,1,5,1.9294009e-15
48,0,14.559037208557129,10.47799301147461,166.6571044921875,1,3,1.8429253
48,1,4.43535852432251,20.33439826965332,153.1590576171875,1,4,1.8320508
48,2,-6.244905471801758,19.853496551513672,166.6571044921875,1,5,1.8415647
48,3,-8.293460845947266,15.905106544494629,166.6571044921875,1,21,1.8348916
48,4,-6.146476745605469,16.85154914855957,166.6571044921875,1,22,1.8674053
48,5,5.048050880432129,23.143354415893555,180.1900634765625,1,28,1.8442967
48,6,-9.34150505065918,7.827607154846191,151.7640380859375,1,30,1.8471475
48,7,-8.59738540649414,12.367856979370117,151.7640380859375,1,50,0.0002323177
48,8,-11.505473136901855,9.721264839172363,178.7950439453125,1,53,3.8382877e-21
48,9,-19.282485961914062,13.758030891418457,153.1590576171875,1,54,3.3622164e-18
49,0,0.8313783407211304,15.039538383483887,151.7640380859375,1,1,1.8320493
49,1,-1.0616282224655151,6.349358558654785,165.2620849609375,1,2,1.8415657
49,2,0.9900646805763245,17.91015625,180.1900634765625,1,4,1.8320487
49,3,-6.410252571105957,0.5916638970375061,165.2620849609375,1,5,3.0355781e-16
50,0,2.906127691268921,5.744199752807617,151.7640380859375,1,1,6.5204946e-16
50,1,-0.672692060470581,12.16892147064209,165.2620849609375,1,5,1.8320497
51,0,13.70714282989502,6.244448184967041,151.7640380859375,1,2,6.883562e-07
51,1,12.174016952514648,0.5731138586997986,178.7950439453125,1,3,-1.7138793e-19
51,2,8.3436861038208,4.135887622833252,178.7950439453125,1,5,7.691659e-17
51,3,20.489709854125977,11.885683059692383,180.1900634765625,1,27,0.0050144913
51,4,-12.174016952514648,-0.5731138586997986,151.7640380859375,1,29,1.7928146
51,5,-23.07966423034668,-5.331675052642822,153.1590576171875,1,30,2.5662461e-20
51,6,-23.24175453186035,-4.573675155639648,153.1590576171875,1,31,1.9105844e-19
51,7,-0.01904691569507122,-9.312480926513672,151.7640380859375,1,33,2.1254875e-15
51,8,1.6154985427856445,-12.079955101013184,165.2620849609375,1,45,2.526331e-20
51,9,-1.8813034296035767,-6.156468391418457,178.7950439453125,1,62,7.3341064
51,10,-0.048448193818330765,-23.687450408935547,180.1900634765625,1,65,8.737751e-19
51,11,0.7702049612998962,-17.920957565307617,166.6571044921875,1,66,1.9742492
51,12,4.44844388961792,-4.653252124786377,151.7640380859375,1,67,2.1563387
52,0,0.6178807616233826,6.407778739929199,178.7950439453125,1,2,1.8420453
52,1,-8.349456787109375,8.878159523010254,151.7640380859375,1,3,4.1320505
53,0,17.25550079345703,16.22791862487793,166.6571044921875,1,1,7.362923e-17
53,1,-2.244271993637085,9.03802490234375,165.2620849609375,1,2,1.8320497
53,2,-11.049135208129883,5.143128395080566,165.2620849609375,1,3,1.232347e-05
54,0,17.509658813476562,3.8943240642547607,153.1590576171875,1,1,1.23207465e-05
54,1,20.316083908081055,4.518501281738281,180.1900634765625,1,3,2.6140064e-16
54,2,0.5533183813095093,20.805143356323242,153.1590576171875,1,4,1.8417172
55,0,17.04363441467285,5.591818332672119,153.15869140625,1,1,1.2321902e-05
55,1,-9.387873649597168,11.779080390930176,151.7640380859375,1,2,1.8416575
55,2,-9.387873649597168,11.779080390930176,178.7950439453125,1,3,3.8649117e-19
55,3,-14.72852611541748,10.23837947845459,153.1590576171875,1,55,6.982941e-19
56,0,-11.209382057189941,24.08144760131836,166.6571044921875,1,1,1.8323065
56,1,-11.69827938079834,-3.4183924198150635,151.7640380859375,1,3,1.832076
56,2,-14.457874298095703,-4.224782466888428,178.7950439453125,1,5,8.00311e-16
57,0,-3.824230670928955,5.178481101989746,178.7950439453125,1,2,7.069975e-15
57,1,2.3536336421966553,-5.991812229156494,165.2620849609375,1,3,1.8320507
57,2,4.03535795211792,-11.500044822692871,165.2620849609375,1,4,2.0236697
57,3,-3.824230670928955,5.178481101989746,168.7459716796875,1,17,19.92472
58,0,9.253640174865723,1.0453729629516602,151.7640380859375,1,2,3.7175764e-15
58,1,6.424564361572266,0.4078933000564575,178.7928466796875,1,22,0.04568758
58,2,9.253640174865723,1.0453729629516602,178.7950439453125,1,27,0.0
58,3,20.690338134765625,2.2516863346099854,153.1572265625,1,28,4.4579203e-19
59,0,15.552641868591309,8.936958312988281,166.6551513671875,1,3,5.406609e-15
59,1,-23.36317253112793,3.906379461288452,166.6551513671875,1,4,6.203788e-15
59,2,0.9315512776374817,-6.369742393493652,165.2620849609375,1,20,1.2624343e-18
59,3,1.2721538543701172,-9.225197792053223,165.2620849609375,1,50,1.2464611e-20
60,0,3.929877519607544,8.442672729492188,151.7640380859375,1,2,1.8320502
60,1,5.143128395080566,11.049135208129883,178.7950439453125,1,3,3.6496172e-15
60,2,-20.077831268310547,17.39100456237793,153.1590576171875,1,5,1.8320751
60,3,-18.375015258789062,9.773382186889648,166.6571044921875,1,35,0.00022590964
60,4,-6.456981658935547,-10.336466789245605,165.2620849609375,1,56,0.0037437414
60,5,-3.6310338973999023,-5.315731525421143,165.2620849609375,1,63,0.0028353836
60,6,-0.9054874181747437,-6.373499870300293,151.7640380859375,1,70,2.166966
60,7,6.634329319000244,-13.522743225097656,165.2620849609375,1,72,8.0506563e-19
60,8,0.7800090909004211,-9.279775619506836,165.2620849609375,1,80,0.022980347
61,0,9.178635597229004,1.573312759399414,151.7640380859375,1,1,3.325177e-15
61,1,12.012308120727539,2.0590333938598633,178.7950439453125,1,5,1.8415656
62,0,11.907530784606934,2.5972819328308105,151.7640380859375,1,3,2.6186182e-16
62,1,14.689732551574707,3.3302643299102783,178.7950439453125,1,7,0.015195042
62,2,5.546331405639648,10.852343559265137,151.7640380859375,1,31,1.247739
62,3,-2.2799277305603027,6.0202436447143555,165.2620849609375,1,33,1.8521656
62,4,4.46077299118042,14.38681411743164,178.7950439453125,1,34,5.5971484
62,5,-1.574602484703064,26.515789031982422,166.656982421875,1,37,1.8412653
62,6,15.04860782623291,-0.6467574834823608,165.2620849609375,1,38,0.0
63,0,-5.417510032653809,3.477353811264038,178.7950439453125,1,1,2.391004e-07
63,1,-12.140396118164062,-1.0704878568649292,151.7640380859375,1,2,1.8415627
63,2,-15.004283905029297,-1.323013186454773,178.7950439453125,1,3,8.121599e-20
64,0,-9.923383712768555,-18.29444122314453,153.1590576171875,1,1,1.8274249e-15
64,1,-11.379260063171387,-20.77522850036621,180.1900634765625,1,3,3.6964712
65,0,-13.818388938903809,15.56317138671875,153.1590576171875,1,2,1.841565
66,0,4.012244701385498,5.034212589263916,165.2620849609375,1,1,2.3003336e-14
66,1,3.5616908073425293,11.655449867248535,151.7640380859375,1,2,1.8320504
66,2,3.5616908073425293,11.655449867248535,178.7950439453125,1,3,1.8384666
66,3,-16.991437911987305,-12.01878547668457,166.6571044921875,1,5,1.8357632
67,0,14.072983741760254,11.122276306152344,166.6571044921875,1,1,1.8415643
67,1,-9.561783790588379,-7.556947231292725,165.2620849609375,1,2,1.8417097
68,0,11.791354179382324,3.082064628601074,151.7640380859375,1,2,1.8415662
68,1,14.572904586791992,3.8091158866882324,178.7950439453125,1,4,8.022876e-06
68,2,3.262495517730713,8.722314834594727,151.7640380859375,1,5,1.4805319e-15
69,0,4.635015964508057,4.467441082000732,165.2620849609375,1,1,9.147037e-16
69,1,-15.064610481262207,18.279911041259766,153.1590576171875,1,3,0.000769061
69,2,-16.809040069580078,20.56751251220703,180.1900634765625,1,4,1.8367596
69,3,6.43748664855957,-0.013166659511625767,165.2620849609375,1,5,5.9864986e-05
70,0,-8.70554256439209,8.52928352355957,151.7640380859375,1,3,8.602369e-16
71,0,1.3185549974441528,12.115962982177734,151.7640380859375,1,2,8.779134e-16
71,1,1.62959885597229,14.974087715148926,178.7950439453125,1,4,1.8416027
72,0,9.230324745178223,1.234406590461731,151.7640380859375,1,1,5.6327513e-18
72,1,12.079955101013184,1.6154985427856445,178.7950439453125,1,3,1.8415632
73,0,14.83544635772705,2.605461835861206,151.761962890625,1,2,0.40419152
73,1,20.04719352722168,5.591973781585693,180.18798828125,1,4,1.8415645
73,2,-9.013583183288574,8.20307731628418,151.7640380859375,1,5,1.8415637
73,3,-11.139863967895508,10.138162612915039,178.7950439453125,1,21,0.001434046
74,0,6.3536481857299805,1.035646677017212,151.7640380859375,1,1,1.8415866
74,1,9.19119930267334,1.4981684684753418,178.7950439453125,1,2,1.8415642
74,2,-16.58609390258789,6.830474853515625,166.6571044921875,1,3,0.0017372587
74,3,0.06583219766616821,-6.437163352966309,165.2620849609375,1,5,2.0308266
75,0,5.678674221038818,13.951042175292969,151.7640380859375,1,2,1.841564
75,1,1.460558295249939,9.197251319885254,151.7640380859375,1,3,1.2325002e-05
75,2,1.9114689826965332,12.036670684814453,178.7950439453125,1,4,1.8340634
76,0,10.063763618469238,6.874287128448486,165.2620849609375,1,1,1.8391361
76,1,-8.990235328674316,-2.428645133972168,151.7640380859375,1,2,1.845196
76,2,-9.00009536743164,-2.3918495178222656,178.7950439453125,1,5,0.29775348
77,0,9.137259483337402,1.7980939149856567,151.7640380859375,1,1,1.6608905e-14
77,1,11.958158493041992,2.353210210800171,178.7950439453125,1,2,1.841565
77,2,6.340460777282715,1.1135376691818237,178.7950439453125,1,3,6.3693312e-18
77,3,-2.0082359313964844,26.486474990844727,166.6571044921875,1,4,1.8461809
77,4,-4.44844388961792,4.653252124786377,151.7640380859375,1,5,1.8415648
78,0,3.6515369415283203,8.566734313964844,151.7640380859375,1,4,3.724743e-07
78,1,3.6515369415283203,8.566734313964844,178.7950439453125,1,5,3.3553397e-16
79,0,6.140871047973633,1.9316073656082153,178.794677734375,1,3,2.4458962e-14
80,0,15.905106544494629,8.293460845947266,153.1590576171875,1,1,1.8415647
80,1,18.49356460571289,9.547157287597656,180.1900634765625,1,2,1.8355916
80,2,-4.7254133224487305,-4.371713161468506,165.2620849609375,1,5,3.9145105
81,0,-2.9371345043182373,-11.828288078308105,151.7640380859375,1,4,1.832052
81,1,-3.6299972534179688,-14.618551254272461,178.7950439453125,1,5,1.832052
83,0,6.1936564445495605,1.7549999952316284,151.7640380859375,1,1,1.8320763
83,1,14.457874298095703,4.224782466888428,151.7640380859375,1,2,1.8324803
83,2,8.959755897521973,2.5387864112854004,178.7950439453125,1,4,1.8415644
84,0,-4.998246669769287,7.857492446899414,151.7640380859375,1,2,1.8404437
84,1,-6.499209880828857,10.309967041015625,178.7950439453125,1,3,1.233385e-05
84,2,-6.809865474700928,-6.352038383483887,165.2620849609375,1,4,1.8415647
85,0,0.013166659511625767,6.43748664855957,178.7950439453125,1,1,0.47322536
85,1,1.3074373006820679,23.651390075683594,153.1590576171875,1,3,7.0155183e-06
85,2,-14.133790969848633,15.27730655670166,153.1590576171875,1,5,4.878952e-18
86,0,16.381237030029297,12.83803939819336,166.6571044921875,1,2,0.8216228
86,1,-6.407778739929199,-0.6178807616233826,151.7640380859375,1,4,1.8390607
86,2,-6.410252571105957,-0.5916638970375061,178.7950439453125,1,5,1.0724608e-15
87,0,8.490262031555176,3.825977087020874,151.7640380859375,1,1,2.974517e-16
87,1,11.090842247009277,5.0525617599487305,178.7950439453125,1,2,2.029148
87,2,-10.628989219665527,-10.672557830810547,165.2620849609375,1,5,1.8313658
88,0,4.883121967315674,4.194821357727051,165.2620849609375,1,1,2.5598757e-17
88,1,5.189573764801025,-7.7324628829956055,151.7640380859375,1,2,0.0017068598
88,2,9.31014347076416,-0.2094985395669937,165.2620849609375,1,3,1.5692078e-15
88,3,5.594683647155762,-3.184481620788574,165.2620849609375,1,4,0.04308261
89,0,-10.520143508911133,21.22319984436035,166.6571044921875,1,1,2.7777263e-14
89,1,-2.329103946685791,-6.001389980316162,178.7950439453125,1,2,1.2326677e-05
89,2,12.079955101013184,-1.6154985427856445,165.2620849609375,1,3,3.1625788e-15
89,3,6.357831001281738,-1.0096477270126343,165.2620849609375,1,4,0.026552357
90,0,19.666563034057617,6.8107590675354,180.1884765625,1,5,1.832049
91,0,12.608933448791504,8.239764213562012,165.2620849609375,1,1,1.8405328
91,1,22.470441818237305,14.164944648742676,166.6571044921875,1,2,2.2278735e-16
91,2,6.407538414001465,-6.7576704025268555,151.7640380859375,1,4,9.55402e-18
91,3,8.349456787109375,-8.878159523010254,178.7950439453125,1,5,1.8341178
92,0,9.106616973876953,1.9473545551300049,151.762451171875,1,1,1.8374627
92,1,6.835792064666748,6.3241286277771,165.2618408203125,1,2,1.0829028e-16
92,2,23.260269165039062,4.4785637855529785,180.1895751953125,1,5,1.8320506
92,3,1.7607018947601318,9.144538879394531,178.7950439453125,1,6,8.565228e-21
92,4,2.3536336421966553,5.991812229156494,178.7950439453125,1,11,1.7628557e-20
92,5,1.1588506698608398,9.24011516571045,178.7950439453125,1,17,8.403065e-18
92,6,-4.579844951629639,4.523983478546143,151.7640380859375,1,20,7.361708e-19
92,7,-12.156286239624023,0.8717066049575806,165.2620849609375,1,22,5.7093335e-16
93,0,13.298433303833008,7.07322883605957,151.7640380859375,1,1,0.045832723
93,1,15.836724281311035,8.42330551147461,180.1900634765625,1,2,4.1610374
93,2,2.4997780323028564,11.928380966186523,151.7640380859375,1,3,1.8415829
94,0,4.053296089172363,5.001219272613525,165.2620849609375,1,1,1.8320483
94,1,-2.0817301273345947,6.091617584228516,165.2620849609375,1,2,1.8320884
